cardCode,name,descriptionRaw,rarityRef,regionRefs,cost,type,price
01DE041,Sát Cánh,Trao +3|+3 cho 2 đồng minh trong vòng này.,Rare,['Demacia'],6,Bài phép,30
01DE035,Vì Demacia!,Trao +3|+3 cho các đồng minh trong vòng này.,Rare,['Demacia'],6,Bài phép,30
01DE018,Phát Bắn Ánh Sáng,Trao +1|+1 cho 1 đồng minh trong vòng này.,Common,['Demacia'],1,Bài phép,10
01DE009,Vệ Binh Giáp Sắt,Xuất Trận: Trao Lá Chắn cho 1 đồng minh trong vòng này.,Common,['Demacia'],2,Bài quân,10
01DE039,Cithria Xứ Cloudfield,,Common,['Demacia'],1,Bài quân,10
01DE056,Nhất Gươm Tiên Phong,Tấn Công: Ban cho ta +2|+2.,Common,['Demacia'],4,Bài quân,10
01DE029,Phi Ưng Truy Sát,"Khi 1 đồng minh khác được triệu hồi, ban cho ta Thách Đấu.",Common,['Demacia'],1,Bài quân,10
01DE028,Kỵ Binh Tiên Phong,,Common,['Demacia'],5,Bài quân,10
01DE013,Giáp Lưới,Ban Kiên Cường cho 1 đồng minh.,Common,['Demacia'],1,Bài phép,10
01DE023,Tầm Pháp Thẩm Quan,Tạo trên tay 1 lá Giam Cầm nếu đã sử dụng 1 bài phép đồng minh 6+ tiêu hao trong trận đấu.,Common,['Demacia'],3,Bài quân,10
01DE051,Cithria Can Trường,Tấn Công: Trao +1|+1 và Đáng Sợ cho tất cả đồng minh đang tấn công khác trong vòng này.,Epic,['Demacia'],6,Bài quân,120
01DE054,Thục Binh Tiên Phong,"Khi ta được triệu hồi, rút một bài quân nếu có đồng minh hy sinh trong vòng này.",Common,['Demacia'],3,Bài quân,10
01DE030,Cánh Bạc Phi Ưng,,Common,['Demacia'],4,Bài quân,10
01PZ040,Jinx,,Champion,['PiltoverZaun'],4,Bài quân,300
01PZ040T3,Jinx Hưng Phấn!,"Để sử dụng, bỏ 1 lá bài. Gây 3 sát thương lên 1 đối tượng bất kỳ.
Tạo 1 lá Jinx trong bộ bài.",None,['PiltoverZaun'],3,Bài phép,0
01PZ040T2,Tên Lửa Đạn Đạo Siêu Khủng Khiếp!,Gây 3 sát thương lên Nhà Chính của đối thủ và 1 sát thương lên tất cả kẻ địch.,None,['PiltoverZaun'],1,Bài phép,0
01PZ040T1,Jinx,"Bắt Đầu Vòng Đấu: Rút 1 lá.
Lần đầu tiên mỗi vòng đấu khi ta thăng cấp hoặc ngươi hết bài trên tay, tạo trên tay 1 lá Tên Lửa Đạn Đạo Siêu Khủng Khiếp!.",None,['PiltoverZaun'],4,Bài quân,0
01PZ008,Teemo,Tấn Công Nhà Chính: Gài 5 lá Nấm Độc vào bộ bài của đối thủ.,Champion,"['BandleCity', 'PiltoverZaun']",1,Bài quân,300
01PZ008T2,Teemo,Tấn Công Nhà Chính: Nhân đôi số Nấm Độc trong bộ bài của đối thủ (gài ít nhất 5 lá).,None,"['BandleCity', 'PiltoverZaun']",1,Bài quân,0
01PZ008T1,Mây Nấm Độc Của Teemo,"Gài 5 lá Nấm Độc vào bộ bài của đối thủ.
Tạo 1 lá Teemo trong bộ bài của bạn.",None,['PiltoverZaun'],1,Bài phép,0
01PZ056,Heimerdinger,"Khi sử dụng 1 bài phép, tạo trên tay 1 Ụ Súng Phù Du với tiêu hao bằng bài phép đã dùng. Ụ Súng có 0 tiêu hao.",Champion,"['BandleCity', 'PiltoverZaun']",5,Bài quân,300
01PZ013,Nhà Thực Nghiệm Cường Hóa,Xuất Trận: Bỏ tất cả bài trên tay ngươi. Rút 3 lá bài. Gây 3 sát thương lên 1 kẻ địch.,Epic,['PiltoverZaun'],6,Bài quân,120
01PZ007,Giàn Máy Diễu Binh,Hỗ Trợ: Tạo 4 bản sao của 1 đồng minh được hỗ trợ trong bộ bài.,Common,['PiltoverZaun'],3,Bài quân,10
01PZ056T10,Heimerdinger,"Khi sử dụng 1 bài phép, tạo trên tay 1 Ụ Súng Phù Du với tiêu hao bằng bài phép đã dùng. Ụ Súng nhận +1|+1 và có 0 tiêu hao.",None,"['BandleCity', 'PiltoverZaun']",5,Bài quân,0
01PZ056T7,Mk2: Ụ Súng Tân Tiến,,None,['PiltoverZaun'],2,Bài quân,0
01PZ056T9,Mk4: Máy Ném Vũ Bão,,None,['PiltoverZaun'],4,Bài quân,0
01PZ056T3,Heimerdinger Ngày Tiến Bộ,"Rút 3 lá bài, giảm 1 tiêu hao cho những lá bài đó.
Tạo 1 lá Heimerdinger trong bộ bài.",None,['PiltoverZaun'],8,Bài phép,0
01PZ056T8,Mk3: Ụ Súng Hình Chóp,,None,['PiltoverZaun'],3,Bài quân,0
01PZ056T2,Mk5: Máy Phóng Hỏa Tiễn,,None,['PiltoverZaun'],5,Bài quân,0
01PZ056T5,Mk7: Máy Nghiền Thiết Giáp,,None,['PiltoverZaun'],7,Bài quân,0
01PZ056T1,Mk0: Máy Nghiền Tăng Cường,,None,['PiltoverZaun'],0,Bài quân,0
01PZ056T4,Mk1: Máy Vặn Ốc,,None,['PiltoverZaun'],1,Bài quân,0
01PZ056T6,Mk6: Tầng-B-Tan tành,,None,['PiltoverZaun'],6,Bài quân,0
01PZ018,Thần Đồng Học Viện,,Common,['PiltoverZaun'],2,Bài quân,10
01PZ019,Tập Sự Ham Học,"Khi ta được triệu hồi, hồi lại 2 năng lượng bài phép",Common,['PiltoverZaun'],2,Bài quân,10
01PZ025,Kẻ Bán Nấm Dạo,"Khi ngươi sử dụng 1 bài phép, gài 3 lá Nấm Độc vào bộ bài của đối thủ.",Common,['PiltoverZaun'],3,Bài quân,10
01PZ048,Corina Veraza,Xuất Trận: Hủy Diệt 5 lá bài trên cùng bộ bài để gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ với mỗi bài phép bị hủy diệt.,Epic,['PiltoverZaun'],9,Bài quân,120
01PZ048T1,Tuyệt Tác,Hủy Diệt 5 lá bài trên cùng của bộ bài để gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ với mỗi bài phép bị hủy diệt.,None,['PiltoverZaun'],0,Kỹ năng,0
01PZ032,Cua Phế Liệu,,None,['PiltoverZaun'],1,Bài quân,0
01PZ015,T-Hex,,None,['PiltoverZaun'],8,Bài quân,0
01PZ022,Nấm Độc,Gây 1 sát thương lên Nhà Chính của bản thân.,None,['PiltoverZaun'],0,Bài Bẫy,0
01PZ028,Máy Biến Cua,"Khi dùng hoặc bị loại bỏ, triệu hồi 1 lá Cua Phế Liệu.",Common,['PiltoverZaun'],1,Bài phép,10
01PZ050,Pháp Lực Gia Tăng,Trao +4|+0 và Đột Kích cho 1 đồng minh trong vòng này.,Common,['PiltoverZaun'],3,Bài phép,10
01PZ054,Tân Binh Bộc Phá,Tấn Công: Gây 2 sát thương lên Nhà Chính của đối thủ.,Common,['PiltoverZaun'],2,Bài quân,10
01PZ054T1,Hao Mòn,Gây 2 sát thương lên Nhà Chính của đối thủ.,None,['PiltoverZaun'],0,Kỹ năng,0
01PZ030,Nhân Vật Đáng Ngờ,Xuất Trận: Chọn 1 tùy tùng. Biến đổi ta thành bản sao y hệt của tùy tùng đó.,Rare,['PiltoverZaun'],4,Bài quân,30
01PZ030T1,Giả Dạng,Chọn 1 tùy tùng. Biến đổi ta thành bản sao y hệt của tùy tùng đó.,None,['PiltoverZaun'],0,Kỹ năng,0
01PZ017,Kẻ Buôn Lậu Hoá Chất,"Khi ta được triệu hồi, triệu hồi 2 lá Thùng Axít.",Common,['PiltoverZaun'],3,Bài quân,10
01PZ038,Robot Nạo Vét Hầm Thải,Xuất Trận: Bỏ 1 lá bài để rút 1 lá bài.,Common,['PiltoverZaun'],3,Bài quân,10
01PZ036,Ezreal,Tấn Công Nhà Chính: Tạo trên tay 1 lá Phát Bắn Thần Bí Phù Du.,Champion,['PiltoverZaun'],3,Bài quân,300
01PZ036T1,Ezreal,"Tấn Công Nhà Chính: Tạo trên tay 1 lá Phát Bắn Thần Bí Phù Du.
Khi sử dụng 1 bài phép, gây 1 sát thương lên Nhà Chính của đối thủ. Nếu bài phép đó chọn kẻ địch làm mục tiêu, gây 2 sát thương lên Nhà Chính của đối thủ thay vì 1.",None,['PiltoverZaun'],3,Bài quân,0
01PZ036T2,Phát Bắn Thần Bí Của Ezreal,"Gây 2 sát thương 1 lên đối tượng bất kỳ.
Tạo 1 lá Ezreal trong bộ bài.",None,['PiltoverZaun'],2,Bài phép,0
01PZ035,Jae Medarda,"Khi ta bị chọn làm mục tiêu, rút 1 lá bài.",Epic,['PiltoverZaun'],6,Bài quân,120
01PZ010,Mây Nấm Độc,Gài 5 lá Nấm Độc vào bộ bài của đối thủ.,Common,['PiltoverZaun'],1,Bài phép,10
01PZ045,Tiểu Quỷ Xứ Zaun,Xuất Trận: Bỏ 1 lá bài để rút 1 lá bài.,Common,['PiltoverZaun'],1,Bài quân,10
01PZ013T1,Nghiên Cứu Liều Lĩnh,Bỏ tất cả bài trên tay ngươi. Rút 3 lá bài. Gây 3 sát thương lên 1 kẻ địch.,None,['PiltoverZaun'],0,Kỹ năng,0
01PZ002,Chủ Quán Chợ Đen,"Khi ta được triệu hồi, tạo trên tay 1 lá bài ngẫu nhiên với mỗi lá Chủ Quán Chợ Đen mà ngươi đã triệu hồi trong trận đấu. ",Common,['PiltoverZaun'],4,Bài quân,10
01PZ004,Cung Ánh Sáng,"Gây 3 sát thương lên 1 kẻ địch hoặc Nhà Chính của đối thủ, 2 sát thương lên 1 kẻ địch khác và 1 sát thương lên 1 kẻ địch khác.",Epic,['PiltoverZaun'],7,Bài phép,120
01PZ020,Poro Táo Bạo,,Common,['PiltoverZaun'],1,Bài quân,10
01PZ046,Bản Sao Giả Mạo,Chọn 1 lá bài trên tay. Tạo 4 bản sao y hệt lá bài đó trong bộ bài.,Rare,['PiltoverZaun'],1,Bài phép,30
01PZ052,Phát Bắn Thần Bí,Gây 2 sát thương lên 1 đối tượng bất kỳ.,Common,['PiltoverZaun'],2,Bài phép,10
01PZ033,Hoàn Mỹ Chiến Giáp,"Nếu đã sử dụng 20 lá bài mới trong trận đấu này, triệu hồi Chiến Giáp Bạch Mão. ",Epic,['PiltoverZaun'],5,Bài phép,120
01PZ033T1,Chiến Giáp Bạch Mão,,None,['PiltoverZaun'],1,Bài quân,0
01PZ005,Máy Biến Hình Hextech,Biến đổi 1 tùy tùng thành bản sao y hệt của 1 tùy tùng khác.,Rare,['PiltoverZaun'],6,Bài phép,30
01PZ021,Tay Sai Midenstokke,Tấn Công Nhà Chính: Triệu hồi 1 bản sao y hệt của ta.,Rare,['PiltoverZaun'],5,Bài quân,30
01PZ031,Sốc Điện,"Gây 1 sát thương lên 1 kẻ địch hoặc Nhà Chính của đối thủ, và 1 sát thương lên 1 kẻ địch khác.
Rút 1 lá bài.",Rare,['PiltoverZaun'],4,Bài phép,30
01PZ059,Máy Nghiền Hoàng Kim,,Common,['PiltoverZaun'],3,Bài quân,10
01PZ001,Lục Lọi,"Để Xuất Trận, bỏ tối đa 2 lá bài. Rút 1 lá với mỗi lá bài đã loại bỏ.",Common,['PiltoverZaun'],2,Bài phép,10
01PZ057,Quân Đoàn Phế Liệu,Triệu hồi 2 lá Cua Phế Liệu.,Common,['PiltoverZaun'],2,Bài phép,10
01PZ027,Chùm Sáng Nhiệt Năng,"Để sử dụng, tiêu hao tất cả năng lượng.
Gây bằng đó sát thương lên 1 bài quân.",Rare,['PiltoverZaun'],0,Bài phép,30
01PZ055,Viện Sĩ Thông Minh,"Khi rút 1 lá bài, trao +1|+0 cho ta trong vòng này.",Common,['PiltoverZaun'],1,Bài quân,10
01PZ014,Phát Minh Chưa Đăng Ký,Triệu hồi 1 lá Sáng Chế Bất Hợp Pháp.,Common,['PiltoverZaun'],6,Bài phép,10
01PZ034,Trẻ Lượm Lặt Hầm Thải,Liên Minh: Tạo trên tay 1 lá Bản Đồ Địa Đạo Hầm Thải. Lá bài đó có 0 tiêu hao trong vòng này.,Rare,['PiltoverZaun'],4,Bài quân,30
01PZ014T1,Sáng Chế Bất Hợp Pháp,,None,['PiltoverZaun'],6,Bài quân,0
01PZ060,Truy Đuổi Siêu Tốc,"Nếu đã sử dụng 15 lá bài mới trong trận đấu này, triệu hồi Chiến Giáp Bạch Mão. ",Epic,['PiltoverZaun'],5,Bài phép,120
01PZ003,Robot Lắp Ráp,"Khi ngươi sử dụng 1 bài phép, ban cho ta +1|+1.",Rare,['PiltoverZaun'],3,Bài quân,30
01PZ044,Hóa-Tặc Nghệ Sĩ,Xuất trận: Gây 1 sát thương lên tất cả kẻ địch.,Rare,['PiltoverZaun'],5,Bài quân,30
01PZ029,Nhà Hảo Tâm Nổi Tiếng,Xuất Trận: Hình Thành 1 lá bài Sử Thi thuộc khu vực đồng minh.,Rare,['PiltoverZaun'],4,Bài quân,30
01PZ051,Thợ Rèn Vui Tính,Tất cả bài phép và Kỹ Năng của ngươi gây thêm 1 sát thương.,Rare,['PiltoverZaun'],4,Bài quân,30
01PZ044T2,Méo-Mặt,Gây 1 sát thương lên tất cả kẻ địch.,None,['PiltoverZaun'],0,Kỹ năng,0
01PZ023,Giáo sư Von Yipp,"Khi triệu hồi 1 đồng minh 1 tiêu hao, ban +2|+2 cho đồng minh đó.",Rare,['PiltoverZaun'],4,Bài quân,30
01PZ024,Voltician Bất Ổn,Ban cho ta +4|+0 và Đột Kích nếu ngươi đã sử dụng 1 bài phép 6+ tiêu hao trong trận đấu.,Rare,['PiltoverZaun'],5,Bài quân,30
01PZ049,Ngày Tiến Bộ!,"Rút 3 lá bài, giảm 1 tiêu hao cho những lá bài đó.",Epic,['PiltoverZaun'],8,Bài phép,120
01PZ006,Hộ Vệ Quảng Trường,Ta được giảm 1 tiêu hao với mỗi bài phép ngươi đã sử dụng trong trận đấu.,Rare,['PiltoverZaun'],10,Bài quân,30
01PZ053,Chồn Rác,"Khi ta được triệu hồi, tạo trên tay 1 lá Mây Nấm Độc.",Common,['PiltoverZaun'],2,Bài quân,10
01PZ012,Lựu Đạn Ma Hỏa!,"Khi ta bị loại bỏ, triệu hồi ta.",Common,['PiltoverZaun'],2,Bài quân,10
01PZ039,Hưng Phấn!,"Để sử dụng, bỏ 1 lá bài.
Gây 3 sát thương lên 1 đối tượng bất kỳ.",Rare,['PiltoverZaun'],3,Bài phép,30
01PZ016,Khoảnh Khắc Khai Sáng,"Tạo trên tay 1 bài phép 6+ tiêu hao ngẫu nhiên.
Hồi lại năng lượng bài phép.",Common,['PiltoverZaun'],3,Bài phép,10
01PZ058,Chồn Rác Ngờ Nghệch,"Khi ta được triệu hồi, tạo trên tay 2 lá Mây Nấm Độc.",Rare,['PiltoverZaun'],4,Bài quân,30
01PZ009,Phi Công Nghiệp Dư,,Common,['PiltoverZaun'],3,Bài quân,10
01PZ042,Thủy Thủ Dũng Cảm,Hỗ Trợ: Trao Huyền Ảo cho đồng minh được ta hỗ trợ trong vòng này.,Rare,['PiltoverZaun'],2,Bài quân,30
01PZ026,Bản Đồ Địa Đạo Hầm Thải,Ban Huyền Ảo cho 1 đồng minh.,Common,['PiltoverZaun'],2,Bài phép,10
01PZ043,Hóa-Tặc Móc Túi,Tấn Công Nhà Chính: Tạo trên tay 1 bản sao y hệt của 1 bài phép ngẫu nhiên từ bộ bài của đối thủ.,Rare,['PiltoverZaun'],2,Bài quân,30
01PZ047,Thùng Axít,Trăng Trối: Gây 1 sát thương lên MỖI Nhà Chính.,Common,['PiltoverZaun'],0,Bài quân,10
01FR024,Anivia,"Tấn Công: Gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.
Trăng trối: Hồi sinh và biến đổi ta thành Trứng Anivia.",Champion,['Freljord'],6,Bài quân,300
01FR024T2,Bão Tuyết,Gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.,None,['Freljord'],0,Kỹ năng,0
01FR024T1,Anivia Cuồng Phong,"Đóng Băng 2 kẻ địch.
Tạo 1 lá Anivia trong bộ bài.",None,['Freljord'],5,Bài phép,0
01FR024T3,Anivia,"Tấn Công: Gây 2 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.
Trăng trối: Hồi sinh và biến đổi ta thành Trứng Anivia.",None,['Freljord'],6,Bài quân,0
01FR024T5,Bão Tuyết,Gây 2 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.,None,['Freljord'],0,Kỹ năng,0
01FR024T4,Trứng Anivia,,None,['Freljord'],1,Bài quân,0
01FR039,Tryndamere,,Champion,['Freljord'],8,Bài quân,300
01FR039T1,Tryndamere Cuồng Nộ Chiến Trường,"Ban +8|+4 cho 1 đồng minh.
Tạo 1 lá Tryndamere trong bộ bài.",None,['Freljord'],8,Bài phép,0
01FR039T2,Tryndamere,,None,['Freljord'],8,Bài quân,0
01FR006,Di Sản Băng Tộc,Ban +2|+2 cho 1 đồng minh và tất cả bản sao của đồng minh đó Ở Mọi Nơi.,Common,['Freljord'],5,Bài phép,10
01FR022,Diều Hâu Tiền Báo,"Khi ta được triệu hồi, ban +1|+1 cho 2 đồng minh gần nhất trên bộ bài.",Common,['Freljord'],1,Bài quân,10
01FR042,Cuồng Phong,Đóng Băng 2 kẻ địch. ,Rare,['Freljord'],5,Bài phép,30
01FR009,Braum,"Lần đầu ta nhận sát thương và sống sót, triệu hồi 1 lá Poro Hùng Dũng.",Champion,['Freljord'],4,Bài quân,300
01FR018,Sói Nanh Trắng,"Ra Đòn: Nếu ta ra đòn lên bài quân có 0 Sức mạnh, tiêu diệt bài quân đó.",Rare,['Freljord'],3,Bài quân,30
01FR036,Xạ Thủ Avarosa,Xuất trận: Gây 1 sát thương lên 1 kẻ địch.,Common,['Freljord'],3,Bài quân,10
01FR045,Scarthane Steffen,"Nếu ta nhận sát thương và sống sót, ban cho ta +3|+0.",Common,['Freljord'],3,Bài quân,10
01FR008,Poro Cô Đơn,"Khi ta được triệu hồi, tạo trên tay 1 lá Poro 1 tiêu hao ngẫu nhiên khác.",Common,['Freljord'],1,Bài quân,10
01FR008T1,Poro Rạng Rỡ,"Khi ta được triệu hồi, tạo trên tay 1 lá Poro 1 tiêu hao ngẫu nhiên khác.",None,['Freljord'],1,Bài quân,0
01FR055,Tan Vỡ,Gây 4 sát thương lên 1 kẻ địch nếu kẻ địch đó có 0 Sức mạnh. Nếu không Đóng Băng kẻ địch đó.,Common,['Freljord'],1,Bài phép,10
01FR038,Ashe,Tấn Công: Đóng Băng kẻ địch Mạnh Nhất.,Champion,['Freljord'],4,Bài quân,300
01FR038T3,Băng Tiễn,"Đóng Băng 1 kẻ địch, sau đó Đóng Băng tất cả kẻ địch có 3- Máu. Rút 1 lá bài.",None,['Freljord'],2,Bài phép,0
01FR038T2,Ashe,"Tấn Công: Đóng Băng kẻ địch Mạnh Nhất.
Tất cả kẻ địch có 0 Sức Mạnh không thể chặn đòn.",None,['Freljord'],4,Bài quân,0
01FR038T1,Ashe Đóng Băng Siêu Tốc,"Đóng Băng 1 kẻ địch.
Tạo 1 lá Ashe trong bộ bài.",None,['Freljord'],3,Bài phép,0
01FR029,Lời Khẩn Cầu,Rút 1 Anh hùng.,Rare,['Freljord'],2,Bài phép,30
01FR035,Nữ Tặc Tay Mơ,"Nếu ta nhận sát thương và sống sót, ban cho ta +3|+0.",Common,['Freljord'],1,Bài quân,10
01FR028,Yeti Dữ Tợn,,None,['Freljord'],1,Bài quân,0
01FR020,Tuyết Lở,Gây 2 sát thương lên TẤT CẢ bài quân.,Rare,['Freljord'],4,Bài phép,30
01FR014,Yeti Tí Nị,Trăng Trối: Tạo 2 lá Yeti Dữ Tợn trong bộ bài.,Common,['Freljord'],1,Bài quân,10
01FR049,Sói Săn,"Khi ta được triệu hồi, đối thủ triệu hồi 1 lá Thỏ Tuyết.",Common,['Freljord'],2,Bài quân,10
01FR037,Hầu Cận Avarosa,Liên Minh: Ban +3|+3 và Áp Đảo cho đồng minh gần nhất trên bộ bài.,Rare,['Freljord'],4,Bài quân,30
01FR009T1,Braum,"Nếu ta nhận sát thương và sống sót, triệu hồi 1 lá Poro Hùng Dũng.",None,['Freljord'],4,Bài quân,0
01FR009T2,Trái Tim Can Đảm Của Braum,"Ban +3|+3 cho một đồng minh bị thương.
Tạo 1 lá Braum trong bộ bài.",None,['Freljord'],3,Bài phép,0
01FR026,Móng Sắc Đầu Đàn,,Common,['Freljord'],6,Bài quân,10
01FR030,Thép Giòn,Đóng Băng 1 kẻ địch có 3- Máu.,Common,['Freljord'],1,Bài phép,10
01FR013,Scarmother Vrynna,"Nếu ta nhận sát thương và sống sót, ban cho ta +3|+0.",Epic,['Freljord'],6,Bài quân,120
01FR019,Hơi Thở Mùa Đông,"Tiêu diệt những kẻ địch với 0 Sức mạnh, sau đó Đóng Băng tất cả kẻ địch.",Epic,['Freljord'],7,Bài phép,120
01FR041,Hỏa Binh Avarosa ,"Khi ta được triệu hồi, ban +1|+1 cho các đồng minh trong bộ bài.",Epic,['Freljord'],5,Bài quân,120
01FR025,Người Chăn Poro,"Khi ta được triệu hồi, bốc 1 lá Poro nếu ngươi Chứng Kiến 1 lá Poro.",Rare,['Freljord'],2,Bài quân,30
01FR054,Đạo Tặc Scarmaiden,,Rare,['Freljord'],5,Bài quân,30
01FR021,Tarkaz Vô Tộc,Tấn công: Gây 1 sát thương lên TẤT CẢ bài quân đang chiến đấu.,Epic,['Freljord'],5,Bài quân,120
01FR021T1,Tarkaz Cuồng Nộ,Gây 1 sát thương lên TẤT CẢ bài quân đang chiến đấu.,None,['Freljord'],0,Kỹ năng,0
01FR043,Trái Tim Poro,"Xuất Trận: Hợp nhất các tùy tùng Poro của ngươi thành 1 Poro Hợp Thể, và ban cho chúng tất cả chỉ số và đặc điểm có lợi từ những lá bài đó.",Rare,['Freljord'],6,Bài quân,30
01FR049T1,Thỏ Tuyết,,None,['Freljord'],1,Bài quân,0
01FR033,Đá Vận Mệnh,Bắt Đầu Vòng Đấu: Nhận thêm 1 ngọc năng lượng trong vòng này.,Common,['Freljord'],3,Bài quân,10
01FR011,Cung Thủ Băng Địa,Xuất Trận: Đóng Băng 1 kẻ địch.,Common,['Freljord'],2,Bài quân,10
01FR050,Chủ Quán Tốt Bụng,Xuất Trận: Hồi 3 máu cho 1 đồng minh hoặc Nhà Chính.,Common,['Freljord'],3,Bài quân,10
01FR052,Ác Thần Lang Thang,Xuất Trận: Hủy Diệt TẤT CẢ bài quân có 4- Sức Mạnh trên bàn và trên tay.,Epic,['Freljord'],10,Bài quân,120
01FR052T1,Cảnh Tượng Kinh Hoàng,Hủy Diệt TẤT CẢ bài quân có 4- Sức Mạnh trên bàn và trên tay.,None,['Freljord'],0,Kỹ năng,0
01FR016,Bánh Quy Poro,Ban +1|+1 cho tất cả Poro đồng minh Ở Mọi Nơi.,Common,['Freljord'],3,Bài phép,10
01FR005,Cuồng Nộ Chiến Trường,Ban +8|+4 cho 1 đồng minh.,Rare,['Freljord'],8,Bài phép,30
01FR023,Chiến Mẫu Kêu Gọi,Triệu hồi bài quân gần nhất trên bộ bài ngay lập tức và MỖI KHI Bắt Đầu Vòng Đấu.,Epic,['Freljord'],11,Bài phép,120
01FR047,Thầy Tu Hoang Dã,Khai Sáng: Ta nhận +4|+4.,Common,['Freljord'],2,Bài quân,10
01FR056,Yeti Băng Giá,"Khi ta được triệu hồi, Đóng Băng tất cả kẻ địch có 3- Máu.",Rare,['Freljord'],7,Bài quân,30
01FR027,Elnuk Bò Tót,,Common,['Freljord'],4,Bài quân,10
01FR057,Sức Mạnh Bầy Đàn,Trao +2|+2 và Áp Đảo cho 1 đồng minh trong vòng này.,Rare,['Freljord'],7,Bài phép,30
01FR004,Dược Phẩm Cứng Cáp,Trao +0|+2 cho 1 đồng minh trong vòng này.,Common,['Freljord'],1,Bài phép,10
01FR048,Người Giăng Bẫy Avarosa,"Khi ta được triệu hồi, tạo 1 lá Yeti Dữ Tợn trong 3 lá bài gần nhất trên bộ bài.",Common,['Freljord'],3,Bài quân,10
